id,source,score,target,accession,platformType,platform,pathway,cells,treatment,dose,effect,hours,sign,targets
IL6@Condition:Hep3B@E-MTAB-4570.MicroArray.HTA-2_0,IL6,-0.7264807919370125,IL6,E-MTAB-4570,MicroArray,HTA-2_0,NA,Hep3B,IL6,NA,activating,NA,1,IL6
IL6@Condition:HepG2@E-MTAB-4570.MicroArray.HTA-2_0,IL6,-0.7793643336779142,IL6,E-MTAB-4570,MicroArray,HTA-2_0,NA,HepG2,IL6,NA,activating,NA,1,IL6
IL6@Condition:HMEC1@GSE19082.MicroArray.GPL6104,IL6,-0.7942583728901446,IL6,GSE19082,MicroArray,GPL6104,NA,HMEC1,IL6,NA,activating,NA,1,IL6
IL6@Condition:HuH-7@E-MTAB-4570.MicroArray.HTA-2_0,IL6,-0.6938571694086708,IL6,E-MTAB-4570,MicroArray,HTA-2_0,NA,HuH-7,IL6,NA,activating,NA,1,IL6
IL6@Condition:human epidermal keratinocytes&Duration:24h@GSE53751.MicroArray.HG-U133_Plus_2,IL6,-1.571027950408648,IL6,GSE53751,MicroArray,HG-U133_Plus_2,NA,human epidermal keratinocytes,IL6,NA,activating,24h,1,IL6
IL6@Condition:Macrophage@GSE123603.RNASeq.SRP173264_GRCh38,IL6,-0.7826361745666207,IL6,GSE123603,RNASeq,SRP173264_GRCh38,NA,Macrophage,IL6,NA,activating,NA,1,IL6
IL6@Condition:Macrophage@GSE8515.MicroArray.HG-U133A,IL6,-0.13754559971604138,IL6,GSE8515,MicroArray,HG-U133A,NA,Macrophage,IL6,NA,activating,NA,1,IL6
IL6@Condition:MCF-7&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,0.08098737578683897,IL6,GSE54329,MicroArray,HG-U219,NA,MCF-7,IL6,NA,activating,4d,1,IL6
IL6@Condition:MCF-7&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,-0.05525885796863928,IL6,GSE54329,MicroArray,HG-U219,NA,MCF-7,IL6,NA,activating,5d,1,IL6
IL6@Condition:MCF-7&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-0.5402037997268012,IL6,GSE54329,MicroArray,HG-U219,NA,MCF-7,IL6,NA,activating,6d,1,IL6
IL6@Condition:MDA-MB-134VI&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-0.48000113845629294,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-134VI,IL6,NA,activating,4d,1,IL6
IL6@Condition:MDA-MB-134VI&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,0.408418296650929,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-134VI,IL6,NA,activating,5d,1,IL6
IL6@Condition:MDA-MB-134VI&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-1.000945630962123,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-134VI,IL6,NA,activating,6d,1,IL6
IL6@Condition:MDA-MB-175-VIIdsRed&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-1.4063376487490018,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-175-VIIdsRed,IL6,NA,activating,4d,1,IL6
IL6@Condition:MDA-MB-175-VIIdsRed&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,-1.0588939779275208,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-175-VIIdsRed,IL6,NA,activating,5d,1,IL6
IL6@Condition:MDA-MB-175-VIIdsRed&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-1.263540169726458,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-175-VIIdsRed,IL6,NA,activating,6d,1,IL6
IL6@Condition:MDA-MB-415&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-0.827065073614241,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-415,IL6,NA,activating,4d,1,IL6
IL6@Condition:MDA-MB-415&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,-0.7972671772976907,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-415,IL6,NA,activating,5d,1,IL6
IL6@Condition:MDA-MB-415&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-0.9742883322521997,IL6,GSE54329,MicroArray,HG-U219,NA,MDA-MB-415,IL6,NA,activating,6d,1,IL6
IL6@Condition:Myeloma.CMA03@GSE39685.MicroArray.HuGene-1_0-st-v1,IL6,-0.09388025388854392,IL6,GSE39685,MicroArray,HuGene-1_0-st-v1,NA,Myeloma.CMA03,IL6,NA,activating,NA,1,IL6
IL6@Condition:Prostate Fibroblast@GSE68164.MicroArray.GPL10558,IL6,0.24749952443208334,IL6,GSE68164,MicroArray,GPL10558,NA,Prostate Fibroblast,IL6,NA,activating,NA,1,IL6
IL6@Condition:T47D&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-0.3716727509914444,IL6,GSE54329,MicroArray,HG-U219,NA,T47D,IL6,NA,activating,4d,1,IL6
IL6@Condition:T47D&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,-1.2603269302697164,IL6,GSE54329,MicroArray,HG-U219,NA,T47D,IL6,NA,activating,5d,1,IL6
IL6@Condition:T47D&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-1.338360757589716,IL6,GSE54329,MicroArray,HG-U219,NA,T47D,IL6,NA,activating,6d,1,IL6
IL6@Condition:ZR-751&Duration:4d@GSE54329.MicroArray.HG-U219,IL6,-0.3110010732386576,IL6,GSE54329,MicroArray,HG-U219,NA,ZR-751,IL6,NA,activating,4d,1,IL6
IL6@Condition:ZR-751&Duration:5d@GSE54329.MicroArray.HG-U219,IL6,-0.6947951527145524,IL6,GSE54329,MicroArray,HG-U219,NA,ZR-751,IL6,NA,activating,5d,1,IL6
IL6@Condition:ZR-751&Duration:6d@GSE54329.MicroArray.HG-U219,IL6,-0.08970223541101865,IL6,GSE54329,MicroArray,HG-U219,NA,ZR-751,IL6,NA,activating,6d,1,IL6
IL7@Condition:CD19+ B cells@E-MEXP-2878.MicroArray.HG-U133_Plus_2,IL7,0.3273543752965657,IL7,E-MEXP-2878,MicroArray,HG-U133_Plus_2,NA,CD19+ B cells,IL7,NA,activating,NA,1,IL7
IL7@Condition:CD4+ T cells&Duration:6h@GSE96888.MicroArray.GPL17077,IL7,4.260837416533907,IL7,GSE96888,MicroArray,GPL17077,NA,CD4+ T cells,IL7,NA,activating,6h,1,IL7
INS@Condition:endometrial carcinoma@GSE109022.MicroArray.GPL17692,INS,NA,INS,GSE109022,MicroArray,GPL17692,NA,endometrial carcinoma,INS,NA,activating,NA,1,INS
INS@Condition:hESC&Duration:12h@GSE71949.MicroArray.HG-U133_Plus_2,INS,0.031727272186316956,INS,GSE71949,MicroArray,HG-U133_Plus_2,NA,hESC,INS,NA,activating,12h,1,INS
LIF@Condition:Female hiPSC@GSE44044.MicroArray.GPL14550,LIF,1.6496698775139886,LIF,GSE44044,MicroArray,GPL14550,NA,Female hiPSC,LIF,NA,activating,NA,1,LIF
LIF@Condition:Female hiPSC@GSE44044.MicroArray.GPL6480,LIF,-0.9980092631862926,LIF,GSE44044,MicroArray,GPL6480,NA,Female hiPSC,LIF,NA,activating,NA,1,LIF
LTA@Condition:Whole Blood.healthy adult&Duration:6h@GSE103500.MicroArray.GPL10558,LTA,-0.1271512789903765,LTA,GSE103500,MicroArray,GPL10558,NA,Whole Blood.healthy adult,LTA,NA,activating,6h,1,LTA
LTB@Condition:Caco-2@GSE1474.MicroArray.GPL96,LTB,2.6229133788040144,LTB,GSE1474,MicroArray,GPL96,NA,Caco-2,LTB,NA,activating,NA,1,LTB
LTB@Condition:T84@GSE1474.MicroArray.GPL96,LTB,0.6462230484240985,LTB,GSE1474,MicroArray,GPL96,NA,T84,LTB,NA,activating,NA,1,LTB
MCSF@Condition:CD34 positive hemapoietic stem cells@GSE107006.RNASeq.SRP125117_GRCh38,CSF1,0.4412703698427123,CSF1,GSE107006,RNASeq,SRP125117_GRCh38,NA,CD34 positive hemapoietic stem cells,CSF1,NA,activating,NA,1,MCSF
MCSF@Condition:Macrophage@GSE49240.MicroArray.GPL10558,CSF1,0.74038926893243,CSF1,GSE49240,MicroArray,GPL10558,NA,Macrophage,CSF1,NA,activating,NA,1,MCSF
MCSF@Condition:Monocyte@GSE123270.MicroArray.GPL10558,CSF1,-0.15629701901945167,CSF1,GSE123270,MicroArray,GPL10558,NA,Monocyte,CSF1,NA,activating,NA,1,MCSF
MCSF@Condition:Monocyte@GSE123573.RNASeq.SRP173248_GRCh38,CSF1,-0.9192204428844118,CSF1,GSE123573,RNASeq,SRP173248_GRCh38,NA,Monocyte,CSF1,NA,activating,NA,1,MCSF
MCSF@Condition:monocyte@GSE37356.MicroArray.GPL10558,CSF1,-0.2574891522309065,CSF1,GSE37356,MicroArray,GPL10558,NA,monocyte,CSF1,NA,activating,NA,1,MCSF
MCSF@Condition:Monocyte@GSE9801.MicroArray.HG-U133_Plus_2,CSF1,-0.7993818872081764,CSF1,GSE9801,MicroArray,HG-U133_Plus_2,NA,Monocyte,CSF1,NA,activating,NA,1,MCSF
MCSF@Condition:Monocyte@GSE9801.MicroArray.HG-U133A,CSF1,-1.5261460127782938,CSF1,GSE9801,MicroArray,HG-U133A,NA,Monocyte,CSF1,NA,activating,NA,1,MCSF
MCSF@Condition:Whole Blood&Duration:24h@GSE136440.MicroArray.HT_HG-U133_Plus_PM,CSF1,-0.39632455618904927,CSF1,GSE136440,MicroArray,HT_HG-U133_Plus_PM,NA,Whole Blood,CSF1,NA,activating,24h,1,MCSF
MCSF@Condition:Whole Blood&Duration:4h@GSE136440.MicroArray.HT_HG-U133_Plus_PM,CSF1,0.1055378783992742,CSF1,GSE136440,MicroArray,HT_HG-U133_Plus_PM,NA,Whole Blood,CSF1,NA,activating,4h,1,MCSF
NO@Condition:Prostate Cancer PC3@GSE34112.MicroArray.HG-U133_Plus_2,Metab__HMDB0003378_c,2.299571177897256,Metab__HMDB0003378_c,GSE34112,MicroArray,HG-U133_Plus_2,NA,Prostate Cancer PC3,Metab__HMDB0003378_c,NA,activating,NA,1,NO
NO@Condition:TNBC MB231@GSE66322.MicroArray.PrimeView,Metab__HMDB0003378_c,1.530324529049562,Metab__HMDB0003378_c,GSE66322,MicroArray,PrimeView,NA,TNBC MB231,Metab__HMDB0003378_c,NA,activating,NA,1,NO
NTF4@Condition:embryonic stem cell&Duration:0.5h@E-MTAB-6975.RNASeq.ERP109789_GRCh38,NTF4,0.8289568808667419,NTF4,E-MTAB-6975,RNASeq,ERP109789_GRCh38,NA,embryonic stem cell,NTF4,NA,activating,0.5h,1,NTF4
NTF4@Condition:embryonic stem cell&Duration:12.0h@E-MTAB-6975.RNASeq.ERP109789_GRCh38,NTF4,-0.447325028474791,NTF4,E-MTAB-6975,RNASeq,ERP109789_GRCh38,NA,embryonic stem cell,NTF4,NA,activating,12.0h,1,NTF4
NTF4@Condition:embryonic stem cell&Duration:2.0h@E-MTAB-6975.RNASeq.ERP109789_GRCh38,NTF4,-0.628141269930237,NTF4,E-MTAB-6975,RNASeq,ERP109789_GRCh38,NA,embryonic stem cell,NTF4,NA,activating,2.0h,1,NTF4
NTF4@Condition:embryonic stem cell&Duration:24.0h@E-MTAB-6975.RNASeq.ERP109789_GRCh38,NTF4,-0.4871698670254788,NTF4,E-MTAB-6975,RNASeq,ERP109789_GRCh38,NA,embryonic stem cell,NTF4,NA,activating,24.0h,1,NTF4
OPGL@Condition:Macrophage&Duration:24h@GSE99987.RNASeq.SRP109107_GRCh38,TNFSF11,NA,TNFSF11,GSE99987,RNASeq,SRP109107_GRCh38,NA,Macrophage,TNFSF11,NA,activating,24h,1,OPGL
OPGL@Condition:Macrophage&Duration:48h@GSE99987.RNASeq.SRP109107_GRCh38,TNFSF11,NA,TNFSF11,GSE99987,RNASeq,SRP109107_GRCh38,NA,Macrophage,TNFSF11,NA,activating,48h,1,OPGL
OPGL@Condition:Vascular Smooth Muscle Cell.RANKL@GSE29955.MicroArray.HG-U133A_2,TNFSF11,0.2879461118101412,TNFSF11,GSE29955,MicroArray,HG-U133A_2,NA,Vascular Smooth Muscle Cell.RANKL,TNFSF11,NA,activating,NA,1,OPGL
OSM@Condition:HAVICs&Duration:3 days@GSE101155.MicroArray.GPL10904,OSM,-1.1197486373790337,OSM,GSE101155,MicroArray,GPL10904,NA,HAVICs,OSM,NA,activating,3 days,1,OSM
OSM@Condition:HCT116@GSE53295.MicroArray.GPL6480,OSM,-3.9422692916942106,OSM,GSE53295,MicroArray,GPL6480,NA,HCT116,OSM,NA,activating,NA,1,OSM
OSM@Condition:HepG2@E-MTAB-4570.MicroArray.HTA-2_0,OSM,-2.743719656178002,OSM,E-MTAB-4570,MicroArray,HTA-2_0,NA,HepG2,OSM,NA,activating,NA,1,OSM
OSM@Condition:HuH-7@E-MTAB-4570.MicroArray.HTA-2_0,OSM,-4.351182546034914,OSM,E-MTAB-4570,MicroArray,HTA-2_0,NA,HuH-7,OSM,NA,activating,NA,1,OSM
OSM@Condition:Huh7@GSE13046.MicroArray.HG-U133A_2,OSM,-4.11538619498309,OSM,GSE13046,MicroArray,HG-U133A_2,NA,Huh7,OSM,NA,activating,NA,1,OSM
PDGFC@Condition:mammary fibroblast.CAF2&Duration:48h@GSE108835.MicroArray.HuGene-2_0-st,PDGFC,0.5659628945748405,PDGFC,GSE108835,MicroArray,HuGene-2_0-st,NA,mammary fibroblast.CAF2,PDGFC,NA,activating,48h,1,PDGFC
PDGFC@Condition:mammary fibroblast.CAF2&Duration:6h@GSE108835.MicroArray.HuGene-2_0-st,PDGFC,1.3706086056314113,PDGFC,GSE108835,MicroArray,HuGene-2_0-st,NA,mammary fibroblast.CAF2,PDGFC,NA,activating,6h,1,PDGFC
PDGFD@Condition:ILC1@GSE107043.MicroArray.HuGene-1_0-st-v1,PDGFD,3.257438489460097,PDGFD,GSE107043,MicroArray,HuGene-1_0-st-v1,NA,ILC1,PDGFD,NA,activating,NA,1,PDGFD
PDGFD@Condition:primary NK cells@GSE107047.RNASeq.SRP125179_GRCh38,PDGFD,0.24922159693889262,PDGFD,GSE107047,RNASeq,SRP125179_GRCh38,NA,primary NK cells,PDGFD,NA,activating,NA,1,PDGFD
TGFA@Condition:human keratinocytes&Duration:120min@GSE8531.MicroArray.HG-U133A_2,TGFA,1.4399827871557649,TGFA,GSE8531,MicroArray,HG-U133A_2,NA,human keratinocytes,TGFA,NA,activating,120min,1,TGFA
TGFA@Condition:human keratinocytes&Duration:30min@GSE8531.MicroArray.HG-U133A_2,TGFA,0.7453930082351031,TGFA,GSE8531,MicroArray,HG-U133A_2,NA,human keratinocytes,TGFA,NA,activating,30min,1,TGFA
TGFA@Condition:human keratinocytes&Duration:60min@GSE8531.MicroArray.HG-U133A_2,TGFA,1.275047521383525,TGFA,GSE8531,MicroArray,HG-U133A_2,NA,human keratinocytes,TGFA,NA,activating,60min,1,TGFA
TGFB1@Condition:A2780 cell line@GSE27526.MicroArray.HG-U133_Plus_2,TGFB1,-0.6719435234328088,TGFB1,GSE27526,MicroArray,HG-U133_Plus_2,NA,A2780 cell line,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:A549 cells@GSE119145.RNASeq.SRP159066_GRCh38,TGFB1,0.4059648793653048,TGFB1,GSE119145,RNASeq,SRP159066_GRCh38,NA,A549 cells,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:A549 cells@GSE135402.RNASeq.SRP217502_GRCh38,TGFB1,0.5180552643734132,TGFB1,GSE135402,RNASeq,SRP217502_GRCh38,NA,A549 cells,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:A549@GSE49644.MicroArray.HG-U133_Plus_2,TGFB1,0.13591399332933454,TGFB1,GSE49644,MicroArray,HG-U133_Plus_2,NA,A549,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:A549@GSE5457.MicroArray.HG-U133A,TGFB1,0.6614317935811254,TGFB1,GSE5457,MicroArray,HG-U133A,NA,A549,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Activated Macrophage@GSE134555.RNASeq.SRP215472_GRCh38,TGFB1,-1.310365528539961,TGFB1,GSE134555,RNASeq,SRP215472_GRCh38,NA,Activated Macrophage,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:activated naive CD4 T cells@GSE78276.RNASeq.SRP070776_GRCh38,TGFB1,2.1160192125145074,TGFB1,GSE78276,RNASeq,SRP070776_GRCh38,NA,activated naive CD4 T cells,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:BEAS-2B cell line no treatment@GSE104908.RNASeq.SRP119863_GRCh38,TGFB1,1.0441463683422794,TGFB1,GSE104908,RNASeq,SRP119863_GRCh38,NA,BEAS-2B cell line no treatment,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:BEAS-2B cell line+ DEX@GSE104908.RNASeq.SRP119863_GRCh38,TGFB1,0.85535373276154,TGFB1,GSE104908,RNASeq,SRP119863_GRCh38,NA,BEAS-2B cell line+ DEX,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:CCL210 fibroblast@GSE63659.MicroArray.GPL13667,TGFB1,1.0378559649386836,TGFB1,GSE63659,MicroArray,GPL13667,NA,CCL210 fibroblast,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:CD34+ progenitors&Duration:24h@GSE31318.MicroArray.HG-U133_Plus_2,TGFB1,0.5818186001147474,TGFB1,GSE31318,MicroArray,HG-U133_Plus_2,NA,CD34+ progenitors,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:CD34+ progenitors&Duration:6h@GSE31318.MicroArray.HG-U133_Plus_2,TGFB1,2.4132984390167684,TGFB1,GSE31318,MicroArray,HG-U133_Plus_2,NA,CD34+ progenitors,TGFB1,NA,activating,6h,1,TGFB1
TGFB1@Condition:CD4 Thelper&Duration:24h@GSE14330.MicroArray.HG-U133A_2,TGFB1,1.067912454748918,TGFB1,GSE14330,MicroArray,HG-U133A_2,NA,CD4 Thelper,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:CD4+ effector memory T cells@GSE134555.RNASeq.SRP215472_GRCh38,TGFB1,0.9395685334137998,TGFB1,GSE134555,RNASeq,SRP215472_GRCh38,NA,CD4+ effector memory T cells,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:CD4+ T cell_activated via CD3CD28@GSE17946.MicroArray.GPL2507,TGFB1,0.646995344843223,TGFB1,GSE17946,MicroArray,GPL2507,NA,CD4+ T cell,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:CD4+ T cell&Duration:18+1@GSE15390.MicroArray.GPL2507,TGFB1,0.02807827797692496,TGFB1,GSE15390,MicroArray,GPL2507,NA,CD4+ T cell,TGFB1,NA,activating,18+1,1,TGFB1
TGFB1@Condition:CD4+ T cell&Duration:18+8@GSE15390.MicroArray.GPL2507,TGFB1,-0.2798334892232927,TGFB1,GSE15390,MicroArray,GPL2507,NA,CD4+ T cell,TGFB1,NA,activating,18+8,1,TGFB1
TGFB1@Condition:CD4+ T cell&Duration:20@GSE15390.MicroArray.GPL2507,TGFB1,1.0267926353044765,TGFB1,GSE15390,MicroArray,GPL2507,NA,CD4+ T cell,TGFB1,NA,activating,20,1,TGFB1
TGFB1@Condition:CD4+ T cells@GSE7497.MicroArray.GPL2507,TGFB1,0.04706043977934012,TGFB1,GSE7497,MicroArray,GPL2507,NA,CD4+ T cells,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Cholangiocyte cell line@GSE125577.RNASeq.SRP181858_GRCh38,TGFB1,0.636177651791813,TGFB1,GSE125577,RNASeq,SRP181858_GRCh38,NA,Cholangiocyte cell line,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:endothelial cells (HUVEC)@GSE134555.RNASeq.SRP215472_GRCh38,TGFB1,0.6314643163487024,TGFB1,GSE134555,RNASeq,SRP215472_GRCh38,NA,endothelial cells (HUVEC),TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:fibroblast&Duration:12h@GSE99999.RNASeq.SRP109118_GRCh38,TGFB1,-0.10198230803615503,TGFB1,GSE99999,RNASeq,SRP109118_GRCh38,NA,fibroblast,TGFB1,NA,activating,12h,1,TGFB1
TGFB1@Condition:fibroblast&Duration:48h@GSE99999.RNASeq.SRP109118_GRCh38,TGFB1,-0.4199297793309435,TGFB1,GSE99999,RNASeq,SRP109118_GRCh38,NA,fibroblast,TGFB1,NA,activating,48h,1,TGFB1
TGFB1@Condition:gingival fibroblast@GSE65069.MicroArray.HuGene-1_0-st-v1,TGFB1,-0.8568177473008773,TGFB1,GSE65069,MicroArray,HuGene-1_0-st-v1,NA,gingival fibroblast,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:H1975&Duration:24h@GSE98979.MicroArray.HuGene-2_0-st,TGFB1,0.3233590658539526,TGFB1,GSE98979,MicroArray,HuGene-2_0-st,NA,H1975,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:H1975&Duration:48h@GSE98979.MicroArray.HuGene-2_0-st,TGFB1,0.5449986483452934,TGFB1,GSE98979,MicroArray,HuGene-2_0-st,NA,H1975,TGFB1,NA,activating,48h,1,TGFB1
TGFB1@Condition:HaCat&Duration:12h@E-MTAB-265.MicroArray.log_rsn_normalized,TGFB1,0.241915139537434,TGFB1,E-MTAB-265,MicroArray,log_rsn_normalized,NA,HaCat,TGFB1,NA,activating,12h,1,TGFB1
TGFB1@Condition:HaCat&Duration:2h@E-MTAB-265.MicroArray.log_rsn_normalized,TGFB1,0.2888579322035855,TGFB1,E-MTAB-265,MicroArray,log_rsn_normalized,NA,HaCat,TGFB1,NA,activating,2h,1,TGFB1
TGFB1@Condition:HaCat&Duration:4h@E-MTAB-265.MicroArray.log_rsn_normalized,TGFB1,0.011964221650606977,TGFB1,E-MTAB-265,MicroArray,log_rsn_normalized,NA,HaCat,TGFB1,NA,activating,4h,1,TGFB1
TGFB1@Condition:HCC827@GSE49644.MicroArray.HG-U133_Plus_2,TGFB1,-0.41619742497213047,TGFB1,GSE49644,MicroArray,HG-U133_Plus_2,NA,HCC827,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:HEK293 delta-RAF1:ER cells&Duration:1h@GSE97979.RNASeq.SRP104287_GRCh38,TGFB1,1.8959561257811488,TGFB1,GSE97979,RNASeq,SRP104287_GRCh38,NA,HEK293 delta-RAF1:ER cells,TGFB1,NA,activating,1h,1,TGFB1
TGFB1@Condition:HEK293 delta-RAF1:ER cells&Duration:4h@GSE97979.RNASeq.SRP104287_GRCh38,TGFB1,0.5228191630356648,TGFB1,GSE97979,RNASeq,SRP104287_GRCh38,NA,HEK293 delta-RAF1:ER cells,TGFB1,NA,activating,4h,1,TGFB1
TGFB1@Condition:hepatic stellate cells&Duration:24h@GSE128940.RNASeq.SRP189607_GRCh38,TGFB1,0.4794896946492413,TGFB1,GSE128940,RNASeq,SRP189607_GRCh38,NA,hepatic stellate cells,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:hepatocellular carcinoma cell line@GSE10393.MicroArray.HT_HG-U133A,TGFB1,0.6072073675806011,TGFB1,GSE10393,MicroArray,HT_HG-U133A,NA,hepatocellular carcinoma cell line,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:HepG2&Duration:8d@GSE127763.MicroArray.GPL13369,TGFB1,-1.273901198954483,TGFB1,GSE127763,MicroArray,GPL13369,NA,HepG2,TGFB1,NA,activating,8d,1,TGFB1
TGFB1@Condition:HFL1 fibroblast@GSE34815.MicroArray.GPL13607,TGFB1,0.1955749384644866,TGFB1,GSE34815,MicroArray,GPL13607,NA,HFL1 fibroblast,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:HK-2 cells&Duration:48h@GSE29660.RNASeq.SRP006912_GRCh38,TGFB1,0.3433024614979415,TGFB1,GSE29660,RNASeq,SRP006912_GRCh38,NA,HK-2 cells,TGFB1,NA,activating,48h,1,TGFB1
TGFB1@Condition:hMSC&Duration:1d@GSE84500.MicroArray.HG-U133_Plus_2,TGFB1,-0.2841861810771404,TGFB1,GSE84500,MicroArray,HG-U133_Plus_2,NA,hMSC,TGFB1,NA,activating,1d,1,TGFB1
TGFB1@Condition:hMSC&Duration:2d@GSE84500.MicroArray.HG-U133_Plus_2,TGFB1,0.27479524725765464,TGFB1,GSE84500,MicroArray,HG-U133_Plus_2,NA,hMSC,TGFB1,NA,activating,2d,1,TGFB1
TGFB1@Condition:hMSC&Duration:3d@GSE84500.MicroArray.HG-U133_Plus_2,TGFB1,0.289861127298932,TGFB1,GSE84500,MicroArray,HG-U133_Plus_2,NA,hMSC,TGFB1,NA,activating,3d,1,TGFB1
TGFB1@Condition:hMSC&Duration:7d@GSE84500.MicroArray.HG-U133_Plus_2,TGFB1,0.8234115029237217,TGFB1,GSE84500,MicroArray,HG-U133_Plus_2,NA,hMSC,TGFB1,NA,activating,7d,1,TGFB1
TGFB1@Condition:HPS-19I prostate stroma cells@GSE51622.MicroArray.GPL4133,TGFB1,0.9120857156749413,TGFB1,GSE51622,MicroArray,GPL4133,NA,HPS-19I prostate stroma cells,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:HuCCT1@GSE102109.MicroArray.GPL17077,TGFB1,0.1391936624204079,TGFB1,GSE102109,MicroArray,GPL17077,NA,HuCCT1,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Huh28@GSE102109.MicroArray.GPL17077,TGFB1,0.8498938871057892,TGFB1,GSE102109,MicroArray,GPL17077,NA,Huh28,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Huh7&Duration:8d@GSE127763.MicroArray.GPL13369,TGFB1,0.2872606713450794,TGFB1,GSE127763,MicroArray,GPL13369,NA,Huh7,TGFB1,NA,activating,8d,1,TGFB1
TGFB1@Condition:Human foreskin fibroblasts_with PCM@GSE16416.MicroArray.HG-U133_Plus_2,TGFB1,0.7146869872399964,TGFB1,GSE16416,MicroArray,HG-U133_Plus_2,NA,Human foreskin fibroblasts,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Human foreskin fibroblasts_without PCM@GSE16416.MicroArray.HG-U133_Plus_2,TGFB1,0.7493930511173788,TGFB1,GSE16416,MicroArray,HG-U133_Plus_2,NA,Human foreskin fibroblasts,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Human Lung Fibroblasts&Duration:8.0h@GSE60880.MicroArray.HG-U133A_2,TGFB1,1.466506368585247,TGFB1,GSE60880,MicroArray,HG-U133A_2,NA,Human Lung Fibroblasts,TGFB1,NA,activating,8.0h,1,TGFB1
TGFB1@Condition:Human pulmonary artery smooth muscle cells@GSE131998.RNASeq.SRP199934_GRCh38,TGFB1,1.9840066652121824,TGFB1,GSE131998,RNASeq,SRP199934_GRCh38,NA,Human pulmonary artery smooth muscle cells,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:HUVEC@GSE56309.MicroArray.GPL10558,TGFB1,1.358243771085186,TGFB1,GSE56309,MicroArray,GPL10558,NA,HUVEC,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Induced Pluripotent Cell-derived Cardiac Progenitors@GSE98941.RNASeq.SRP107288_GRCh38,TGFB1,-1.6145557503659285,TGFB1,GSE98941,RNASeq,SRP107288_GRCh38,NA,Induced Pluripotent Cell-derived Cardiac Progenitors,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:IPF769_ACT@GSE109585.MicroArray.GPL21185,TGFB1,1.7896552846281097,TGFB1,GSE109585,MicroArray,GPL21185,NA,IPF769,TGFB1,NA,activating,NA,1,TGFB1
