id,ligand,sign,score_original,level_original,snapshot_original,figure_target_mapped,score_updated,level_updated,snapshot_updated,performance_original,performance_updated,performance_delta,level_delta,comparison_status
TGFB1@Condition:gingival fibroblast@GSE65069.MicroArray.HuGene-1_0-st-v1,TGFB1,1,-0.8568177473008773,1,original,TRUE,1.7154281716464823,1,updated,-0.8568177473008773,1.7154281716464823,2.5722459189473597,0,shared
WNT3A@Condition:HCC38&Duration:12h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,1,-0.7235751702639764,3,original,TRUE,1.3080528865778276,3,updated,-0.7235751702639764,1.3080528865778276,2.031628056841804,0,shared
WNT3A@Condition:HCC38&Duration:24h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,1,0.04126900050312006,3,original,TRUE,1.723185422877565,3,updated,0.04126900050312006,1.723185422877565,1.681916422374445,0,shared
WNT3A@Condition:HCC38&Duration:6h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,1,-2.137821173343384,3,original,TRUE,1.2863188075733183,3,updated,-2.137821173343384,1.2863188075733183,3.424139980916702,0,shared
WNT3A@Condition:MDA-MB-468&Duration:12h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,1,-1.0483802295704876,3,original,TRUE,0.4991609886575664,3,updated,-1.0483802295704876,0.4991609886575664,1.5475412182280541,0,shared
WNT3A@Condition:MDA-MB-468&Duration:24h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,1,-1.7512738584986307,3,original,TRUE,0.31875007880980716,3,updated,-1.7512738584986307,0.31875007880980716,2.070023937308438,0,shared
WNT3A@Condition:MDA-MB-468&Duration:6h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,1,-3.1084150230898118,3,original,TRUE,0.5494244684600688,3,updated,-3.1084150230898118,0.5494244684600688,3.6578394915498804,0,shared
IL13&Dose:100 ng/mL@Condition:hTERT-immortalized human esophageal epithelial cell line_ALI@GSE65335.RNASeq.SRP052856_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3@Condition:heart valve endothelial cells&Duration:8h@GSE65445.MicroArray.GPL10904,TGFB3,1,4.497051530023788,2,original,TRUE,4.920517786635134,2,updated,4.497051530023788,4.920517786635134,0.42346625661134585,0,shared
TGFB3@Condition:heart valve interstitial cells&Duration:8h@GSE65445.MicroArray.GPL10904,TGFB3,1,2.772017275484263,2,original,TRUE,2.1142972149748527,2,updated,2.772017275484263,2.1142972149748527,-0.6577200605094102,0,shared
IL1B&Dose:1 ng/ml_Duration:6h@Condition:Term decidual cells@GSE65835.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP2@Condition:CCL171&Duration:24h@GSE66108.MicroArray.GPL9257,BMP2,1,3.1199490118705966,2,original,TRUE,1.8703906724840595,2,updated,3.1199490118705966,1.8703906724840595,-1.249558339386537,0,shared
BMP4@Condition:CCL171&Duration:24h@GSE66108.MicroArray.GPL9257,BMP4,1,3.4896475901391586,2,original,TRUE,2.4395341420432404,2,updated,3.4896475901391586,2.4395341420432404,-1.0501134480959182,0,shared
BMP7@Condition:CCL171&Duration:24h@GSE66108.MicroArray.GPL9257,BMP7,1,2.23543368808724,2,original,TRUE,1.5564935377944473,2,updated,2.23543368808724,1.5564935377944473,-0.6789401502927928,0,shared
BMP2@Condition:MDA-MB-231&Duration:24h@GSE66108.MicroArray.GPL9257,BMP2,1,8.736360960946715,2,original,TRUE,4.835764224343773,2,updated,8.736360960946715,4.835764224343773,-3.9005967366029424,0,shared
BMP4@Condition:MDA-MB-231&Duration:24h@GSE66108.MicroArray.GPL9257,BMP4,1,7.0302765323547876,2,original,TRUE,3.4841886210294963,2,updated,7.0302765323547876,3.4841886210294963,-3.546087911325291,0,shared
BMP7@Condition:MDA-MB-231&Duration:24h@GSE66108.MicroArray.GPL9257,BMP7,1,7.457568494110709,2,original,TRUE,4.0119634674966,2,updated,7.457568494110709,4.0119634674966,-3.4456050266141087,0,shared
BMP2@Condition:T47D&Duration:24h@GSE66108.MicroArray.GPL9257,BMP2,1,8.7360629381547,2,original,TRUE,5.060648060645728,2,updated,8.7360629381547,5.060648060645728,-3.6754148775089712,0,shared
BMP7@Condition:T47D&Duration:24h@GSE66108.MicroArray.GPL9257,BMP7,1,1.256405337227302,2,original,TRUE,-0.07739389259720846,2,updated,1.256405337227302,-0.07739389259720846,-1.3337992298245105,0,shared
BMP4@Condition:CCL-171&Duration:12h@GSE66109.MicroArray.GPL19807,BMP4,1,2.609617854276051,2,original,TRUE,2.010263800287232,2,updated,2.609617854276051,2.010263800287232,-0.5993540539888187,0,shared
BMP4@Condition:CCL-171&Duration:24h@GSE66109.MicroArray.GPL19807,BMP4,1,1.071891420699222,2,original,TRUE,-0.7991706639180861,2,updated,1.071891420699222,-0.7991706639180861,-1.871062084617308,0,shared
BMP4@Condition:CCL-171&Duration:3h@GSE66109.MicroArray.GPL19807,BMP4,1,1.9952593517449262,2,original,TRUE,0.9688347210971725,2,updated,1.9952593517449262,0.9688347210971725,-1.0264246306477536,0,shared
BMP4@Condition:CCL-171&Duration:48h@GSE66109.MicroArray.GPL19807,BMP4,1,3.795187479141408,2,original,TRUE,2.4546382645842524,2,updated,3.795187479141408,2.4546382645842524,-1.3405492145571558,0,shared
NO@Condition:TNBC MB231@GSE66322.MicroArray.PrimeView,Metab__HMDB0003378_c,1,1.530324529049562,1,original,TRUE,1.5120669479760958,1,updated,1.530324529049562,1.5120669479760958,-0.0182575810734662,0,shared
TGFB1&Duration:12h@Condition:IOSE cells@GSE6653.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:3h@Condition:IOSE cells@GSE6653.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:6h@Condition:IOSE cells@GSE6653.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP4@Condition:Immature bone marrow mesenchymal stem cells@GSE66723.MicroArray.GPL11532,BMP4,1,5.312814350126717,2,original,TRUE,2.5052342389842384,2,updated,5.312814350126717,2.5052342389842384,-2.807580111142479,0,shared
IFNG@Condition:human primary macrophages@GSE66809.RNASeq.SRP056098_GRCh38,IFNG,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TRAIL@Condition:HT29@GSE67033.MicroArray.GPL16699,TNFSF10,1,-0.01996466667888794,2,original,TRUE,0.1833021261072677,4,updated,-0.01996466667888794,0.1833021261072677,0.20326679278615564,2,shared
IL1B&Duration:3h@Condition:breast cancer cell line@GSE67295.RNASeq.SRP056552_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL1B&Duration:@Condition:breast cancer cell line@GSE67295.RNASeq.SRP056552_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Duration:3h@Condition:breast cancer cell line@GSE67295.RNASeq.SRP056552_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Duration:@Condition:breast cancer cell line@GSE67295.RNASeq.SRP056552_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GDF11&Dose:10 ng/mL@Condition:hSKMCs&Duration:24h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GDF11&Dose:30 ng/mL@Condition:hSKMCs&Duration:24h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GDF11&Dose:300 ng/mL@Condition:hSKMCs&Duration:24h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
MSTN&Dose:10 ng/mL@Condition:hSKMCs&Duration:24h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
MSTN&Dose:30 ng/mL@Condition:hSKMCs&Duration:24h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
MSTN&Dose:300 ng/mL@Condition:hSKMCs&Duration:24h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GDF11&Dose:10 ng/mL@Condition:hSKMCs&Duration:8h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GDF11&Dose:30 ng/mL@Condition:hSKMCs&Duration:8h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GDF11&Dose:300 ng/mL@Condition:hSKMCs&Duration:8h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
MSTN&Dose:10 ng/mL@Condition:hSKMCs&Duration:8h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
MSTN&Dose:30 ng/mL@Condition:hSKMCs&Duration:8h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
MSTN&Dose:300 ng/mL@Condition:hSKMCs&Duration:8h@GSE67326.MicroArray.GPL570,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:1000 IU/mL_Duration:10h@Condition:dermal fibroblast_patient@GSE67737.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB&Dose:1000 IU/mL_Duration:10h@Condition:dermal fibroblast_patient@GSE67737.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG&Dose:1000 IU/mL_Duration:10h@Condition:dermal fibroblast_patient@GSE67737.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:5000 IU_Duration:6h@Condition:endodermal cells@GSE67848.RNASeq.SRP057149_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:5000 IU_Duration:6h@Condition:immature hepatocytes@GSE67848.RNASeq.SRP057149_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:5000 IU_Duration:6h@Condition:post differentiation hepatoblast@GSE67848.RNASeq.SRP057149_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL6@Condition:Prostate Fibroblast@GSE68164.MicroArray.GPL10558,IL6,1,0.24749952443208334,2,original,TRUE,1.17054100641771,3,updated,0.24749952443208334,1.17054100641771,0.9230414819856266,1,shared
TGFB1@Condition:Prostate Fibroblast@GSE68164.MicroArray.GPL10558,TGFB1,1,1.3923491520923958,1,original,TRUE,3.2454859495170454,1,updated,1.3923491520923958,3.2454859495170454,1.8531367974246495,0,shared
TNFA&Dose:40 ng/ml@Condition:Vk2/E6E7.vaginal epithelial@GSE68182.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
WNT3A@Condition:HepaRG@GSE68633.MicroArray.GPL17077,WNT3A,1,2.85292658620171,3,original,TRUE,4.393671271990108,3,updated,2.85292658620171,4.393671271990108,1.5407446857883982,0,shared
IL6&Dose:200 ng/ml@Condition:HK-2 cells&Duration:90min@GSE68826.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG&Dose:1000 IU/ml_Duration:24h@Condition:HCC cells@GSE68927.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL6&Dose:200 ng/mL@Condition:HK-2.IL6&Duration:90min@GSE68940.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:100 ng/ml@Condition:HK-2.TNFA&Duration:90min@GSE68940.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:100 ng/mL@Condition:HK-2 cells&Duration:72h@GSE68941.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG@Condition:HK-2&Duration:90m@GSE68942.MicroArray.GPL10558,IFNG,1,3.2343963600290104,2,original,TRUE,3.3668570307512367,3,updated,3.2343963600290104,3.3668570307512367,0.13246067072222623,1,shared
IL15&Dose:10 ng/mL@Condition:CCR7-CD45RA+ CD8+ T cells&Duration:2d@GSE69072.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB&Dose:500 U/ml_Duration:12h@Condition:Huh7 cells@GSE69602.RNASeq.SRP059187_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA@Condition:HT-29 cells@GSE69605.MicroArray.PrimeView,TNF,1,0.43171435557836474,1,original,TRUE,0.4236970674427291,1,updated,0.43171435557836474,0.4236970674427291,-0.008017288135635625,0,shared
TNFA&Dose:100 ng/ml@Condition:HT-29 colorectal adenocarcinoma cell line&Duration:16h@GSE69639.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:5 ng/ml@Condition:HT-29 colorectal adenocarcinoma cell line&Duration:16h@GSE69639.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:100 ng/ml@Condition:HT-29 colorectal adenocarcinoma cell line&Duration:4h@GSE69639.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:5 ng/ml@Condition:HT-29 colorectal adenocarcinoma cell line&Duration:4h@GSE69639.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:100 ng/ml@Condition:HT-29 colorectal adenocarcinoma cell line&Duration:8h@GSE69639.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:5 ng/ml@Condition:HT-29 colorectal adenocarcinoma cell line&Duration:8h@GSE69639.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:12h@Condition:adenocarcinomic human alveolar basal epithelial@GSE69667.RNASeq.SRP059252_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:24h@Condition:adenocarcinomic human alveolar basal epithelial@GSE69667.RNASeq.SRP059252_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:36h@Condition:adenocarcinomic human alveolar basal epithelial@GSE69667.RNASeq.SRP059252_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:48h@Condition:adenocarcinomic human alveolar basal epithelial@GSE69667.RNASeq.SRP059252_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:6h@Condition:adenocarcinomic human alveolar basal epithelial@GSE69667.RNASeq.SRP059252_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:72h@Condition:adenocarcinomic human alveolar basal epithelial@GSE69667.RNASeq.SRP059252_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:96h@Condition:adenocarcinomic human alveolar basal epithelial@GSE69667.RNASeq.SRP059252_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
EGF&Duration:15min@Condition:MCF10a&Dose:10ng/ml@GSE69822.RNASeq.SRP059431_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
EGF&Duration:180min@Condition:MCF10a&Dose:10ng/ml@GSE69822.RNASeq.SRP059431_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
EGF&Duration:300min@Condition:MCF10a&Dose:10ng/ml@GSE69822.RNASeq.SRP059431_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
EGF&Duration:40min@Condition:MCF10a&Dose:10ng/ml@GSE69822.RNASeq.SRP059431_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
EGF&Duration:90min@Condition:MCF10a&Dose:10ng/ml@GSE69822.RNASeq.SRP059431_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA@Condition:Calu-3&Duration:12h@GSE70217.MicroArray.GPL13497,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IFNA@Condition:Calu-3&Duration:18h@GSE70217.MicroArray.GPL13497,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IFNA@Condition:Calu-3&Duration:6h@GSE70217.MicroArray.GPL13497,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IFNA@Condition:WISH cells@GSE70270.MicroArray.HuGene-1_1-st-v1,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
FGF10@Condition:BT474&Duration:6h@GSE70759.MicroArray.GPL10558,FGF10,1,-0.0355232561629181,3,original,TRUE,0.9245521464331055,4,updated,-0.0355232561629181,0.9245521464331055,0.9600754025960235,1,shared
FGF10@Condition:MCF-7&Duration:6h@GSE70759.MicroArray.GPL10558,FGF10,1,-1.433838869009258,3,original,TRUE,-0.22051899359770777,4,updated,-1.433838869009258,-0.22051899359770777,1.2133198754115502,1,shared
FGF10@Condition:SUM52PE&Duration:6h@GSE70759.MicroArray.GPL10558,FGF10,1,-1.4705575901821997,3,original,TRUE,-0.14314693775377857,4,updated,-1.4705575901821997,-0.14314693775377857,1.327410652428421,1,shared
FGF10@Condition:T47D&Duration:6h@GSE70759.MicroArray.GPL10558,FGF10,1,-1.022414968345306,3,original,TRUE,-0.8086244477792996,4,updated,-1.022414968345306,-0.8086244477792996,0.21379052056600645,1,shared
FGF10@Condition:ZR751&Duration:6h@GSE70759.MicroArray.GPL10558,FGF10,1,-0.7464075821042984,3,original,TRUE,-0.1673711030168382,4,updated,-0.7464075821042984,-0.1673711030168382,0.5790364790874601,1,shared
CCL2&Duration:5h@Condition:Macrophage@GSE7138.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CXCL1&Duration:5h@Condition:Macrophage@GSE7138.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CXCL4&Duration:6d@Condition:Macrophage@GSE7138.MicroArray.GPL96,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
HGF@Condition:prostate adenocarcinoma cell line PC3M&Duration:16h@GSE71404.MicroArray.GPL570,HGF,1,1.089888945824579,2,original,TRUE,1.3364086622747116,3,updated,1.089888945824579,1.3364086622747116,0.2465197164501325,1,shared
HGF@Condition:prostate adenocarcinoma cell line PC3M&Duration:32h@GSE71404.MicroArray.GPL570,HGF,1,0.002551297505342049,2,original,TRUE,0.6398866159101295,3,updated,0.002551297505342049,0.6398866159101295,0.6373353184047875,1,shared
HGF@Condition:prostate adenocarcinoma cell line PC3M&Duration:8h@GSE71404.MicroArray.GPL570,HGF,1,0.7380475276436815,2,original,TRUE,1.401858981889678,3,updated,0.7380475276436815,1.401858981889678,0.6638114542459965,1,shared
TGFB1@Condition:Trabecular Meshwork@GSE7144.MicroArray.GPL96,TGFB1,1,1.2847201232220895,1,original,TRUE,3.431295418181134,1,updated,1.2847201232220895,3.431295418181134,2.1465752949590446,0,shared
TGFB2@Condition:Trabecular Meshwork@GSE7144.MicroArray.GPL96,TGFB2,1,4.2561328023331395,2,original,TRUE,6.804062828823538,2,updated,4.2561328023331395,6.804062828823538,2.5479300264903983,0,shared
IFNA&Dose:500 U/ml@Condition:IHH cells&Duration:12h@GSE71732.MicroArray.GPL13497,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:500 U/ml@Condition:IHH cells&Duration:18h@GSE71732.MicroArray.GPL13497,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA&Dose:500 U/ml@Condition:IHH cells&Duration:6h@GSE71732.MicroArray.GPL13497,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BDNF&Dose:50 ng/ml_Duration:3d@Condition:SH-SY5Y@GSE71817.MicroArray.GPL16043,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
INS@Condition:hESC&Duration:12h@GSE71949.MicroArray.HG-U133_Plus_2,INS,1,0.031727272186316956,2,original,TRUE,-0.004690183703142012,2,updated,0.031727272186316956,-0.004690183703142012,-0.036417455889458966,0,shared
IFNG@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IFNG,1,2.879017010691375,2,original,TRUE,3.1946542002046527,3,updated,2.879017010691375,3.1946542002046527,0.3156371895132777,1,shared
IL19@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL19,1,3.606987146620039,3,original,TRUE,3.933208371957253,3,updated,3.606987146620039,3.933208371957253,0.3262212253372141,0,shared
IL1B@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL1B,1,1.8158976159866498,3,original,TRUE,1.4316287187395556,3,updated,1.8158976159866498,1.4316287187395556,-0.38426889724709423,0,shared
IL20@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL20,1,2.669037844997272,3,original,TRUE,2.850115167541838,3,updated,2.669037844997272,2.850115167541838,0.18107732254456588,0,shared
IL22@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL22,1,4.307660083185952,3,original,TRUE,4.546881854584104,3,updated,4.307660083185952,4.546881854584104,0.23922177139815215,0,shared
IL24@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL24,1,4.901792296719275,3,original,TRUE,5.241352942156337,3,updated,4.901792296719275,5.241352942156337,0.33956064543706166,0,shared
IL26@Condition:NHEK@GSE7216.MicroArray.HG-U133_Plus_2,IL26,1,1.3115650014588787,3,original,TRUE,1.3995096849334656,3,updated,1.3115650014588787,1.3995096849334656,0.08794468347458695,0,shared
IL22@Condition:HaCaT@GSE72396.MicroArray.HuGene-2_0-st,IL22,1,-2.7726131221667,3,original,TRUE,-2.9095103620421265,3,updated,-2.7726131221667,-2.9095103620421265,-0.13689723987542646,0,shared
IL1B&Dose:10 ng/ml@Condition:ILC2@GSE72460.RNASeq.SRP062910_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA@Condition:ENCODE EBV-immortalized B cell line@GSE72501.RNASeq.SRP062956_GRCh38,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IL1B&Dose:15 pg/ml_Duration:13h@Condition:MH7A@GSE72575.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CXCL12&Dose:10nM@Condition:MDA-MB231&Duration:1h@GSE7307.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CXCL12&Dose:10nM@Condition:MDA-MB231&Duration:6h@GSE7307.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CXCL12&Dose:75nM@Condition:MDA-MB231&Duration:6h@GSE7307.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL2@Condition:Normal control PBMCs@GSE7345.MicroArray.HG-U133_Plus_2,IL2,1,3.334704001762511,2,original,TRUE,2.1107033616563737,3,updated,3.334704001762511,2.1107033616563737,-1.2240006401061372,1,shared
IL1B&Dose:10 ng/mL_Duration:4h@Condition:human mammary epithelial cells (HMEC)@GSE73914.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
PDGFB&Dose:50ng/ml@Condition:SH-SY5Y cells&Duration:05h@GSE7403.MicroArray.HG-U133A,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
PDGFB&Dose:50ng/ml@Condition:SH-SY5Y cells&Duration:2h@GSE7403.MicroArray.HG-U133A,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
PDGFB&Dose:50ng/ml@Condition:SH-SY5Y cells&Duration:3h@GSE7403.MicroArray.HG-U133A,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
PDGFB&Dose:50ng/ml@Condition:SH-SY5Y cells&Duration:4h@GSE7403.MicroArray.HG-U133A,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB&Dose:100 IU/mL@Condition:THP-1&Duration:20h@GSE74047.MicroArray.GPL16699,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB&Dose:25 IU/mL@Condition:THP-1&Duration:20h@GSE74047.MicroArray.GPL16699,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
